gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
GATM	465759	445	4	166644	44604	0	0	0	0	50	0	2795364	1	1
GATS	1382416	198	55	62748	19548	0	0	0	0	50	1	2630502	1	1
GATSL1	NaN	NaN	NaN	128574	36990	0	0	0	0	50	6	6050646	1	1
GATSL2	NaN	NaN	NaN	128574	36990	0	0	0	0	50	6	6050646	1	1
GATSL3	548674	211	43	126846	38718	0	0	0	0	50	1	3021732	1	1
GBA	1574928	194	45	208980	59778	0	0	0	0	50	1	3154410	1	1
GBA2	922448	190	48	360720	100656	0	0	0	0	50	3	3320784	1	1
GBA3	103435	746	22	183816	47520	0	0	0	0	50	4	7313166	1	1
GBAS	760564	642	11	116802	28836	0	0	0	0	50	0	3495528	1	1
GBE1	54244	720	0	280530	70848	0	0	0	0	50	0	2989008	1	1
GBGT1	1875784	397	51	133110	39258	0	0	0	0	50	1	2785104	1	1
GBP1	337373	745	2	234090	60588	0	0	0	0	50	1	3585978	1	1
GBP2	337373	745	2	234630	59562	0	0	0	0	50	1	3585978	1	1
GBP3	316278	598	5	235224	60912	0	0	0	0	50	1	3042306	1	1
GBP4	344056	834	-2	252396	65610	0	0	0	0	50	2	3307716	1	1
GBP5	379427	834	-4	232038	59724	0	0	0	0	50	1	2974644	1	1
GBP6	441714	820	-2	250074	64530	0	0	0	0	50	1	3009960	1	1
GBP7	340715	745	0	252018	65016	0	0	0	0	50	1	3946266	1	1
GBX1	611046	337	38	131652	45738	0	0	0	0	50	1	2749248	1	1
GBX2	134179	453	6	129384	41202	0	0	0	0	50	2	2580174	1	1
GC	17296	933	-6	188514	50112	0	0	0	0	50	1	3201984	1	1
GCA	70731	856	-5	89046	21438	0	0	0	0	50	1	3218238	1	1
GCAT	1385064	203	66	169560	53352	0	0	1	0	50	3	2809728	1	1
GCC1	411207	619	-7	292194	85590	0	0	0	0	50	1	2282634	1	1
GCDH	1886809	335	40	179496	52326	0	0	0	0	50	1	2759184	1	1
GCET2	268780	440	28	73278	17928	0	0	0	0	50	1	3089178	1	1
GCFC1	389063	482	69	378432	97524	0	0	0	0	50	0	2624130	1	1
GCG	95439	554	7	73602	17604	0	0	0	0	50	0	3066174	1	1
GCH1	673378	380	40	111348	30726	0	0	0	0	50	1	3926664	1	1
GCHFR	1011507	172	46	33588	9342	0	0	0	0	50	1	3512214	1	1
GCK	1321842	282	62	195048	53136	0	0	0	0	50	6	2523150	1	1
GCKR	1193266	306	39	246186	70038	0	0	0	0	50	1	3480624	1	1
GCLC	363341	337	24	254988	64800	0	0	0	0	50	0	3485106	1	1
GCLM	558028	275	9	108324	29214	0	0	0	0	50	2	3827790	1	1
GCM1	414446	329	20	170478	44496	0	0	0	0	50	0	3305124	1	1
GCM2	263829	483	14	195156	54162	0	0	1	0	50	2	2884194	1	1
GCN1L1	1586296	225	52	1025082	310770	0	0	0	0	3	0	424332	1	1
GCNT1	107632	603	-2	165024	43470	0	0	0	0	50	0	3409992	1	1
GCNT2	254228	404	13	389610	106920	0	0	0	0	50	0	3581280	1	1
GCNT3	521844	172	33	168750	45252	0	0	0	0	50	0	3221370	1	1
GCNT4	479847	634	32	175068	45576	0	0	0	0	50	1	3240000	1	1
GCNT7	264053	455	-17	166536	45198	0	0	0	0	50	2	3176928	1	1
GCOM1	171839	487	11	233982	58266	0	0	0	0	50	2	3275640	1	1
GCSH	287527	327	13	67824	19656	0	0	0	0	50	0	3238218	1	1
GDA	285414	207	11	182034	47520	0	0	0	0	50	0	2667222	1	1
GDAP1	230695	529	-14	141048	37314	0	0	0	0	50	2	3268512	1	1
GDAP1L1	664405	367	19	142074	40338	0	0	0	0	50	2	3489750	1	1
GDAP2	204311	596	-6	202770	54648	0	0	0	0	50	4	3458268	1	1
GDE1	349996	491	21	129222	35370	0	0	0	0	50	0	3925692	1	1
GDF1	NaN	NaN	NaN	130680	51570	0	0	0	0	50	6	6065226	1	1
GDF10	NaN	NaN	NaN	176148	57942	0	0	0	0	50	6	6071598	1	1
GDF11	1814311	384	26	152226	47682	0	0	0	0	50	2	2418768	1	1
GDF15	1294357	210	39	111402	39744	0	0	0	0	50	2	3347352	1	1
GDF2	NaN	NaN	NaN	161838	47790	0	0	0	0	50	6	6061446	1	1
GDF3	237142	672	14	138186	40500	0	0	1	0	38	2	2010042	1	1
GDF5	1521661	167	53	184572	60048	0	0	0	0	50	3	2964762	1	1
GDF6	215566	720	-7	167400	55188	0	0	0	0	50	3	3321000	1	1
GDF7	580167	278	28	160596	59562	0	0	0	0	50	1	2992626	1	1
GDF9	702301	200	62	172692	49086	0	0	0	0	50	0	2578824	1	1
GDI1	2277674	NaN	40	177660	46548	0	0	0	0	50	2	3120228	1	1
GDI2	656468	303	43	178092	45144	0	0	0	0	50	7	3163698	1	1
GDNF	176444	628	4	81108	23058	0	0	0	0	50	2	2928798	1	1
GDPD1	896167	379	4	143586	36396	0	0	0	0	50	0	2007936	1	1
GDPD2	270766	NaN	38	229392	68202	0	0	0	0	50	3	2777652	1	1
GDPD3	NaN	NaN	NaN	125820	35694	0	0	1	0	28	2	2012526	1	1
GDPD4	448138	469	44	209466	53460	0	0	0	0	50	2	3386880	1	1
GDPD5	567353	205	40	234036	70200	0	0	0	0	4	0	347706	1	1
GEFT	1329939	344	52	252504	74898	0	0	0	0	50	3	3739608	1	1
GEM	518471	543	24	115452	31482	0	0	0	0	50	3	2403324	1	1
GEMIN4	662733	483	10	396306	119016	0	0	0	0	50	1	2593134	1	1
GEMIN5	519919	378	40	590814	160380	0	0	0	0	50	1	3069090	1	1
GEMIN6	843382	297	31	66150	17118	0	0	0	0	50	0	3116340	1	1
GEMIN7	1135715	208	25	48384	16416	0	0	0	0	50	1	2916918	1	1
GEMIN8	121538	NaN	35	96282	23760	0	0	0	0	50	2	3144258	1	1
GEN1	135007	1245	10	360018	90180	0	0	0	0	50	0	3427866	1	1
GET4	737267	310	41	128628	36288	0	0	0	0	50	6	3268674	1	1
GFAP	1101543	172	28	182412	54108	0	0	0	0	50	0	2623428	1	1
GFER	1747301	183	46	78786	22950	0	0	0	0	50	1	2902878	1	1
GFI1	370328	580	1	160704	48762	0	0	0	0	50	1	3424950	1	1
GFI1B	1887171	461	34	129708	35046	0	0	0	0	50	0	2700756	1	1
GFM1	197292	890	-9	295542	81270	0	0	0	0	50	3	4404672	1	1
GFM2	418815	581	30	312120	85104	0	0	0	0	50	3	2829870	1	1
GFOD1	258422	407	37	146124	44550	0	0	0	0	50	0	3135618	1	1
GFOD2	1157184	136	50	143586	45306	0	0	0	0	50	1	2754432	1	1
GFPT2	1453124	362	19	270810	73116	0	0	0	0	50	2	3655206	1	1
GFRA1	33734	913	-25	182952	49356	0	0	0	0	50	1	3221100	1	1
GFRA2	333006	607	7	180576	50598	0	0	0	0	50	1	3145554	1	1
GFRA4	942842	353	32	114210	34182	0	0	0	0	50	0	3231684	1	1
GFRAL	28347	729	-14	160488	36990	0	0	0	0	50	3	4486104	1	1
GGA1	1136064	180	65	256986	74790	0	0	0	0	50	1	2928960	1	1
GGA2	525761	628	36	241272	67824	0	0	0	0	50	0	2889216	1	1
GGA3	1723762	171	31	290682	86130	0	0	0	0	50	0	2966598	1	1
GGCT	624959	400	36	74790	19008	0	0	0	0	50	1	3207438	1	1
GGCX	1241734	170	39	293490	84456	0	0	0	0	50	0	3537486	1	1
GGH	137738	789	-12	128412	31806	0	0	0	0	50	1	3443634	1	1
GGN	1467279	253	0	229824	89154	0	0	1	0	50	4	3031830	1	1
GGNBP2	468055	548	23	278748	68256	0	0	0	0	50	2	2852226	1	1
GGPS1	513285	188	22	117990	30240	0	0	0	0	50	0	2938248	1	1
GGT1	451217	194	36	217944	67338	0	0	0	0	50	0	3187350	1	1
GGT6	1252775	318	22	176634	65718	0	0	0	0	50	1	2769768	1	1
GGT7	1040878	205	48	250506	81108	0	0	0	0	50	2	3194856	1	1
GGTLC1	159782	930	-48	87372	25704	0	0	0	0	50	0	2614626	1	1
GGTLC2	179695	641	22	84456	24894	0	0	0	0	50	2	3051000	1	1
GH1	1446139	380	27	87804	21060	0	0	0	0	50	1	2843478	1	1
GH2	1446139	380	27	133650	30780	0	0	0	0	50	1	2843478	1	1
GHDC	2129732	206	30	208224	69444	0	0	0	0	50	2	3357018	1	1
GHITM	216194	860	-26	133650	39690	0	0	0	0	50	0	2918052	1	1
GHR	248127	909	-12	251100	65286	0	0	0	0	50	3	2795040	1	1
GHRH	787991	404	44	43848	11394	0	0	0	0	50	1	3475386	1	1
GHRHR	390101	631	4	171342	49302	0	0	0	0	50	5	3422304	1	1
GHRL	742508	333	57	56754	15498	0	0	0	0	50	1	2267892	1	1
GHSR	327135	420	17	144612	46548	0	0	0	0	50	2	3801762	1	1
GIF	366560	494	8	163188	45468	0	0	0	0	50	1	2966166	1	1
GIGYF2	325071	328	35	527742	133218	0	0	0	0	50	0	2781432	1	1
GIMAP1	734961	689	14	113562	36936	0	0	0	0	50	1	2959362	1	1
GIMAP2	682986	689	20	131490	34074	0	0	0	0	50	1	2974536	1	1
GIMAP4	563029	671	24	127602	34074	0	0	0	0	50	1	2747358	1	1
GIMAP5	734961	689	14	117828	33156	0	0	0	0	50	1	2959362	1	1
GIMAP6	682986	689	20	110538	32832	0	0	0	0	50	1	2974536	1	1
GIMAP7	563029	671	24	117234	29700	0	0	0	0	50	1	2747358	1	1
GIMAP8	557261	584	38	256338	69930	0	0	0	0	50	1	3643812	1	1
GIN1	205281	565	14	206280	52434	0	0	0	0	50	0	2817612	1	1
GINS1	611174	335	-5	79434	20196	0	0	0	0	50	4	2946996	1	1
GINS2	390985	250	38	74304	19008	0	0	0	0	50	0	2861460	1	1
GINS3	695011	385	-1	98010	28350	0	0	0	0	50	2	2744334	1	1
GINS4	325055	496	29	90612	22788	0	0	0	0	50	2	3234384	1	1
GIP	793101	174	29	60966	17118	0	0	0	0	50	1	3482136	1	1
GIPC1	981470	204	34	125766	40446	0	0	0	0	50	2	2963250	1	1
GIPC2	412519	265	-6	121932	34884	0	0	0	0	50	3	3463776	1	1
GIPC3	2160126	269	39	119502	36180	0	0	0	0	50	2	3306582	1	1
GIPR	950605	194	45	179982	55404	0	0	0	0	50	3	2884950	1	1
GIT1	719319	383	30	300294	87372	0	0	0	0	50	2	3035718	1	1
GIT2	939215	254	46	306396	81108	0	0	0	0	50	1	4092174	1	1
GIYD1	NaN	NaN	NaN	209196	66852	0	0	0	0	50	6	6080508	1	1
GIYD2	1906000	253	52	209196	66852	0	0	0	0	50	1	2869776	1	1
GJA1	60722	773	-23	145584	41202	0	0	0	0	50	0	3026052	1	1
GJA10	383829	567	24	207090	56970	0	0	0	0	50	1	4127220	1	1
GJA3	405200	472	50	160596	51948	0	0	1	0	50	3	3864618	1	1
GJA4	548013	580	19	122904	40068	0	0	0	0	50	2	2666250	1	1
GJA5	NaN	NaN	NaN	134784	40338	0	0	0	0	50	6	6053994	1	1
GJA8	NaN	NaN	NaN	162594	49302	0	0	0	0	50	6	6062958	1	1
GJA9	524940	458	24	196506	54918	0	0	0	0	50	3	2833974	1	1
GJB1	728738	NaN	25	105516	33156	0	0	0	0	50	1	4838022	1	1
GJB2	405200	472	50	86670	24300	0	0	0	0	50	3	3864618	1	1
GJB3	548013	580	19	101412	30942	0	0	0	0	50	2	2666250	1	1
GJB4	548013	580	19	99090	30672	0	0	0	0	50	2	2666250	1	1
GJB5	548013	580	19	103302	30510	0	0	0	0	50	2	2666250	1	1
GJB6	402703	472	36	100656	27324	0	0	0	0	50	2	2734452	1	1
GJB7	222729	596	22	86670	22842	0	0	0	0	50	4	3298968	1	1
GJC1	1162976	172	29	151956	41634	0	0	0	0	50	0	3007584	1	1
GJC2	702358	341	15	158274	56214	0	0	0	0	50	1	2615058	1	1
GJC3	1584669	391	36	104166	32562	0	0	0	0	50	3	2869560	1	1
GJD2	521214	306	-1	120474	36666	0	0	0	0	50	3	3543318	1	1
GJD3	1220026	191	23	104598	38772	0	0	0	0	50	2	3213972	1	1
GJD4	153189	598	-2	133974	46980	0	0	0	0	50	0	3209544	1	1
GK	82798	NaN	34	227016	58104	0	0	0	0	50	2	2974050	1	1
GK2	112173	875	0	208386	61182	0	0	0	0	50	1	3471660	1	1
GK5	459081	395	25	213624	53676	0	0	0	0	50	1	3291354	1	1
GKN1	338803	222	16	80784	19980	0	0	0	0	50	0	3327318	1	1
GKN2	340835	327	14	73818	19332	0	0	0	0	50	0	3428082	1	1
GLA	374364	NaN	37	169452	43740	0	0	0	0	50	1	3271050	1	1
GLB1	520588	372	29	267408	71820	0	0	0	0	50	2	3450816	1	1
GLB1L	694442	193	44	256068	72630	0	0	0	0	50	2	3474414	1	1
GLB1L2	270422	686	5	251748	69498	0	0	0	0	50	2	3191778	1	1
GLB1L3	270350	623	21	260388	69768	0	0	0	0	50	2	2714904	1	1
GLCCI1	179344	405	24	206226	64638	0	0	0	0	50	0	3073788	1	1
GLCE	367968	218	35	238248	64044	0	0	0	0	50	1	2841534	1	1
GLDC	213479	411	26	401814	109944	0	0	0	0	50	0	3100140	1	1
GLDN	317532	443	10	212760	61344	0	0	0	0	50	2	2817342	1	1
GLE1	1917147	160	39	277830	73872	0	0	0	0	50	0	4038714	1	1
GLG1	499497	209	36	479520	123120	0	0	0	0	50	0	2888352	1	1
GLI1	1347802	194	32	413100	132030	0	0	0	0	50	2	3157920	1	1
GLI2	183735	374	12	591300	188082	0	0	0	0	50	0	3306744	1	1
GLI3	41720	589	-12	600372	177066	0	0	0	0	50	2	3895614	1	1
GLI4	1657385	389	19	142398	42768	0	0	0	0	50	3	3065364	1	1
GLIPR1	513848	606	-10	104976	28026	0	0	0	0	50	1	2768688	1	1
GLIPR1L1	112974	692	-33	93420	23220	0	0	0	0	50	0	3908250	1	1
GLIPR1L2	313411	606	-22	99630	26082	0	0	0	0	50	1	3598452	1	1
GLIPR2	858124	257	46	63126	15120	0	0	0	0	50	1	3537324	1	1
GLIS1	598664	391	27	232146	74844	0	0	0	0	50	1	2849742	1	1
GLIS2	944378	161	33	193806	64908	0	0	0	0	50	1	3191832	1	1
GLIS3	170537	983	-1	351270	107676	0	0	0	0	50	3	3691224	1	1
GLMN	377839	559	-1	243810	57024	0	0	0	0	50	2	3110454	1	1
GLO1	280153	845	28	75222	17928	0	0	0	0	50	5	3843396	1	1
GLOD4	662733	483	10	120204	30942	0	0	0	0	50	1	2593134	1	1
GLOD5	823539	NaN	29	63450	17064	0	0	0	0	45	1	2786724	1	1
GLP1R	188770	730	34	182520	51084	0	0	0	0	50	1	3180006	1	1
GLP2R	76286	212	-53	215514	61506	0	0	0	0	50	1	3178980	1	1
GLRA1	496476	528	28	179820	47952	0	0	0	0	50	6	3039822	1	1
GLRA2	78081	NaN	18	187974	49032	0	0	0	0	50	3	3257712	1	1
GLRA3	62161	797	-15	184302	47520	0	0	0	0	50	3	3994974	1	1
GLRA4	485629	NaN	43	189702	49896	0	0	0	0	50	3	2786022	1	1
GLRB	44131	733	-34	196560	51300	0	0	0	0	50	0	3631824	1	1
GLRX	315156	242	52	41580	11718	0	0	0	0	50	0	3147066	1	1
GLRX2	288840	433	-13	79920	22626	0	0	0	0	50	1	2737530	1	1
GLRX3	84315	854	-23	135000	35100	0	0	0	0	50	0	2949750	1	1
GLRX5	209037	509	35	58806	18630	0	0	0	0	50	0	2829330	1	1
GLS	537377	292	36	263682	72954	0	0	0	0	50	0	3086748	1	1
GLS2	2793663	184	61	239058	65016	0	0	0	0	50	2	4036662	1	1
GLT1D1	34971	1008	-16	105192	29430	0	0	0	0	50	2	3070656	1	1
GLT25D1	961640	206	42	238518	71712	0	0	0	0	50	4	3651210	1	1
GLT6D1	362222	524	29	108648	28566	0	0	0	0	50	3	3661092	1	1
GLT8D1	1217701	272	47	147690	38934	0	0	0	0	50	2	4424328	1	1
GLT8D2	1193959	281	37	140346	35586	0	0	0	0	50	1	2918160	1	1
GLTP	876814	323	39	82242	22410	0	0	0	0	50	1	3385854	1	1
GLTPD1	1744013	273	28	80028	25758	0	0	0	0	50	0	3458160	1	1
GLTPD2	1272092	222	28	105516	38988	0	0	0	0	50	2	3624156	1	1
GLTSCR1	788433	258	33	562518	204552	0	0	0	0	50	1	3881952	1	1
GLTSCR2	812020	262	36	183168	58050	0	0	0	0	50	1	3523014	1	1
GLUD1	397715	144	35	218754	60696	0	0	0	0	50	3	2751462	1	1
GLUD2	339278	NaN	-6	209574	62424	0	0	0	0	48	0	2429838	1	1
GLYAT	285823	620	9	118476	29430	0	0	0	0	50	1	3176820	1	1
GLYATL1	368006	741	-11	133056	33480	0	0	1	0	8	1	307422	1	1
GLYATL2	285727	673	-11	119340	27270	0	0	0	0	50	1	3269700	1	1
GLYATL3	NaN	NaN	NaN	111510	32184	0	0	0	0	50	6	6045840	1	1
GLYCTK	1113485	229	49	197424	59832	0	0	0	0	50	1	3151548	1	1
GLYR1	706891	195	33	219564	59724	0	0	0	0	50	1	2956338	1	1
GM2A	871795	530	57	92286	28404	0	0	0	0	50	1	3719574	1	1
GMCL1	857542	180	44	207900	51300	0	0	0	0	50	0	2846610	1	1
GMDS	160107	647	20	148338	39420	0	0	1	0	11	3	679914	1	1
GMEB1	817267	128	27	223884	61722	0	0	0	0	50	1	3611196	1	1
GMEB2	1094905	193	54	200664	63234	0	0	0	0	50	3	3722490	1	1
GMFB	466180	371	28	59994	13716	0	0	0	0	50	1	2627046	1	1
GMFG	1748498	252	32	59562	13824	0	0	0	0	50	1	3551094	1	1
GMIP	768855	418	-10	369630	115236	0	0	0	0	50	1	2607930	1	1
GML	447193	438	36	62748	16470	0	0	0	0	50	5	3166506	1	1
GMNN	422850	362	40	84564	21384	0	0	0	0	50	0	3660336	1	1
GMPPA	559651	403	32	165240	47790	0	0	0	0	50	1	2697300	1	1
GMPPB	1551582	271	48	148662	44442	0	0	0	0	50	1	3325482	1	1
GMPR	117199	561	26	135162	38178	0	0	0	0	50	2	3054672	1	1
GMPR2	915114	220	38	143856	39690	0	0	0	0	50	1	3197178	1	1
GMPS	345838	388	4	273078	74250	0	0	0	0	50	0	3367440	1	1
GNA11	1000335	173	25	140994	37854	0	0	0	0	50	0	3162024	1	1
GNA12	764046	392	30	145530	42066	0	0	0	0	50	0	3199230	1	1
GNA13	811904	401	12	145908	39744	0	0	0	0	50	0	2534274	1	1
GNA14	180930	608	-10	141156	35748	0	0	0	0	50	4	3755484	1	1
GNAI1	94843	475	-34	142128	34938	0	0	0	0	50	2	3194046	1	1
GNAI2	846254	199	44	143586	36072	0	0	0	0	50	0	3128166	1	1
GNAI3	1022796	187	33	142506	35208	0	0	0	0	50	1	2711610	1	1
GNAL	281108	361	18	200988	53352	0	0	0	0	50	1	3360042	1	1
GNAO1	465845	448	-26	187272	46818	0	0	0	0	50	1	2859192	1	1
GNAQ	328481	671	-24	142668	36504	0	0	0	0	50	1	3049920	1	1
GNAS	1025539	416	11	579798	76302	0	0	0	0	50	0	2053512	1	1
GNAT1	846254	199	44	139914	35694	0	0	0	0	50	0	3128166	1	1
GNAT2	989433	201	29	142344	35046	0	0	0	0	50	1	3571992	1	1
GNAT3	118115	385	-32	142290	34452	0	0	0	0	50	1	3309444	1	1
GNAZ	NaN	NaN	NaN	135162	38502	0	0	0	0	50	6	6052158	1	1
GNB1	1492510	229	26	135000	37206	0	0	0	0	50	0	2859786	1	1
GNB1L	690032	204	10	123984	39312	0	0	0	0	50	1	3487752	1	1
GNB2	1884430	247	60	133596	37962	0	0	0	0	50	2	3485430	1	1
GNB2L1	1034999	415	35	123714	35694	0	0	0	0	50	0	2258766	1	1
GNB3	2822601	232	32	134568	36990	0	0	0	0	50	2	3134160	1	1
GNB4	405715	600	20	135810	35748	0	0	0	0	50	2	2769606	1	1
GNB5	540700	195	21	158976	41580	0	0	0	0	50	2	2866968	1	1
GNE	857846	257	46	291816	82080	0	0	0	0	50	1	3537324	1	1
GNG10	527624	264	17	27270	7884	0	0	0	0	50	4	3000402	1	1
GNG11	228127	480	-12	29592	7020	0	0	0	0	45	2	2491020	1	1
GNG12	476287	228	-7	29268	7506	0	0	0	0	14	0	828684	1	1
GNG13	1187310	273	39	27972	6372	0	0	0	0	48	1	2912598	1	1
GNG2	204232	471	27	28890	7398	0	0	0	0	50	3	2811726	1	1
GNG3	2425755	248	51	30132	7938	0	0	0	0	50	1	3034854	1	1
GNG4	565883	457	16	30294	7938	0	0	0	0	50	5	3291246	1	1
GNG5	238252	685	-2	26838	7992	0	0	0	0	11	0	498366	1	1
GNG7	1472723	262	33	27054	7776	0	0	0	0	50	1	3225636	1	1
GNG8	1139694	347	28	27054	7938	0	0	0	0	10	0	635094	1	1
GNGT1	228127	480	-12	30618	7452	0	0	0	0	45	2	2491020	1	1
GNGT2	868792	346	21	28782	6534	0	0	0	0	50	0	2992842	1	1
GNL1	2080582	271	32	234792	67824	0	0	0	0	50	0	3281364	1	1
GNL2	445473	274	30	290520	75276	0	0	0	0	50	0	3184704	1	1
GNL3	1217701	272	47	222696	54972	0	0	0	0	50	2	4424328	1	1
GNL3L	302365	NaN	31	232146	60912	0	0	0	0	50	3	3693276	1	1
GNLY	1099615	181	41	58536	16470	0	0	0	0	50	0	2926746	1	1
GNMT	1200368	259	40	114804	32616	0	0	0	0	50	1	3444282	1	1
GNPAT	380550	569	8	269946	70740	0	0	0	0	50	1	3103542	1	1
GNPDA1	696239	321	48	115830	28998	0	0	0	0	50	1	2914488	1	1
GNPDA2	62624	1009	11	111564	26946	0	0	0	0	50	2	3650454	1	1
GNPNAT1	307859	213	26	73872	19278	0	0	0	0	50	3	3620160	1	1
GNPTAB	345225	190	14	496368	127494	0	0	0	0	50	0	3027294	1	1
GNPTG	1211641	215	40	122688	33156	0	0	1	0	7	1	516996	1	1
GNRH1	178665	515	21	36720	10260	0	0	0	0	50	2	3154572	1	1
GNRH2	835590	288	54	46170	14904	0	0	0	0	50	2	2652804	1	1
GNRHR	209065	767	35	134352	26838	0	0	0	0	50	1	3252690	1	1
GNS	441663	484	28	217836	59346	0	0	0	0	50	3	3411558	1	1
GOLGA1	1116965	142	30	308988	77220	0	0	0	0	50	0	2730024	1	1
GOLGA2	1813435	201	46	397278	106704	0	0	0	0	50	1	3162726	1	1
GOLGA2B	184712	650	16	57078	15984	0	0	0	0	50	2	3014172	1	1
GOLGA3	861960	601	21	596214	168588	0	0	0	0	50	0	3403512	1	1
GOLGA4	409750	283	20	904230	210492	0	0	0	0	32	0	2552040	1	1
GOLGA5	360146	405	41	287928	75600	0	0	0	0	50	2	3671352	1	1
GOLGA6A	412657	344	49	277830	70794	0	0	0	0	50	1	2800494	1	1
GOLGA6B	1113552	419	37	266436	68256	0	0	0	0	50	0	2493234	1	1
GOLGA6C	NaN	NaN	NaN	277398	71226	0	0	0	0	50	6	6084882	1	1
GOLGA6D	NaN	NaN	NaN	277614	71010	0	0	0	0	50	6	6084666	1	1
GOLGA6L1	NaN	NaN	NaN	275238	55404	0	0	0	0	50	6	6069060	1	1
GOLGA6L10	NaN	NaN	NaN	374274	101682	0	0	0	0	50	6	6115338	1	1
GOLGA6L6	NaN	NaN	NaN	310338	59832	0	0	0	0	50	6	6073488	1	1
GOLGA6L9	NaN	NaN	NaN	338580	93312	0	0	0	0	50	6	6106968	1	1
GOLGA7	284397	522	28	57564	13554	0	0	0	0	50	4	3205224	1	1
GOLGA7B	543507	369	12	77760	15876	0	0	0	0	50	3	3537162	1	1
GOLGA8A	542657	234	22	240138	63126	0	0	0	0	50	1	2858382	1	1
GOLGA8B	NaN	NaN	NaN	240084	63180	0	0	0	0	50	6	6076836	1	1
GOLGB1	300562	591	28	1283040	314928	0	0	1	0	50	3	3195612	1	1
GOLIM4	147581	681	-8	283554	64908	0	0	0	0	50	1	4030830	1	1
GOLM1	320201	489	20	159786	41418	0	0	0	0	50	0	3711420	1	1
GOLPH3	440207	197	16	114156	33102	0	0	0	0	50	3	3199176	1	1
GOLPH3L	1611525	178	42	109566	32022	0	0	0	0	50	2	3146580	1	1
GOLT1A	557652	370	34	51732	15498	0	0	0	0	50	1	3341898	1	1
GOLT1B	518837	836	-23	55188	14958	0	0	0	0	50	1	2539350	1	1
GON4L	2156898	179	33	884304	243864	0	0	0	0	50	2	3486294	1	1
GOPC	189169	465	9	180090	50112	0	0	0	0	50	0	3439098	1	1
GORASP1	213514	500	30	168102	51732	0	0	0	0	50	1	3200526	1	1
GORASP2	414976	406	36	171342	54648	0	0	0	0	50	2	3281634	1	1
GOSR1	488195	329	28	102330	25812	0	0	0	0	50	1	2565756	1	1
GOSR2	618151	366	28	106866	27756	0	0	0	0	50	1	3084048	1	1
GOT1	277366	575	-5	160488	45900	0	0	0	0	50	1	2782188	1	1
GOT1L1	660779	379	37	147798	39636	0	0	0	0	50	1	3923532	1	1
GOT2	572798	188	2	168156	47142	0	0	0	0	50	0	3138696	1	1
GP1BB	NaN	NaN	NaN	70956	30618	0	0	0	0	50	6	6044274	1	1
GP5	324325	269	27	201852	71442	0	0	0	0	50	2	3920562	1	1
GP6	1125216	432	-26	242892	63774	0	0	0	0	50	1	2861784	1	1
GP9	1155221	379	52	64044	23112	0	0	0	0	50	1	2998674	1	1
GPA33	287664	611	-1	125442	33966	0	0	0	0	50	4	2934954	1	1
GPAA1	2720766	211	27	230310	79434	0	0	0	0	50	1	3999294	1	1
GPAT2	792288	366	33	304992	95472	0	0	0	0	50	0	3363066	1	1
GPATCH2	42648	1015	-18	209250	54000	0	0	0	0	50	1	3097980	1	1
GPATCH3	1025094	188	34	199854	59994	0	0	0	0	50	1	2800656	1	1
GPATCH8	1121044	166	30	570942	164376	0	0	0	0	50	0	2716200	1	1
GPBP1	177326	375	19	192942	47952	0	0	0	0	50	5	3096900	1	1
GPBP1L1	913416	157	28	186840	50490	0	0	0	0	50	1	3670164	1	1
GPC1	409918	407	20	211626	65232	0	0	0	0	50	3	3330126	1	1
GPC2	1299015	205	52	214380	73332	0	0	0	0	50	2	3161430	1	1
GPC3	96913	NaN	25	237384	61344	0	0	0	0	50	0	2553444	1	1
GPC4	66980	NaN	40	219240	56646	0	0	0	0	50	1	3363390	1	1
GPCPD1	556687	225	3	270810	68580	0	0	0	0	50	0	3019842	1	1
GPD1	1021750	192	57	136188	38772	0	0	0	0	50	2	3291570	1	1
GPD1L	466186	403	6	137268	38340	0	0	0	0	50	0	3653802	1	1
GPD2	116871	496	10	285984	78192	0	0	0	0	50	1	3543750	1	1
GPER	774288	346	36	137916	44820	0	0	0	0	50	0	2808432	1	1
GPHA2	3151458	209	52	49842	14958	0	0	0	0	49	2	2962008	1	1
GPHB5	147817	637	-12	34074	11286	0	0	0	0	50	3	3502386	1	1
GPHN	262406	846	19	302238	86238	0	0	0	0	50	1	3292974	1	1
GPI	671792	292	-2	236952	65340	0	0	0	0	50	0	3201174	1	1
GPIHBP1	1104860	446	20	71280	20898	0	0	0	0	50	1	3438882	1	1
GPKOW	833689	NaN	41	183438	55188	0	0	0	0	50	0	3293838	1	1
GPLD1	399209	465	7	337500	93420	0	0	0	0	50	0	2871936	1	1
GPM6A	123418	931	-23	111456	29646	0	0	0	0	50	3	3901500	1	1
GPM6B	135235	NaN	35	142290	36558	0	0	0	0	50	2	3179520	1	1
GPN1	1192074	306	43	186786	48924	0	0	0	0	50	4	4370760	1	1
GPN2	1025094	188	34	118476	35262	0	0	0	0	50	1	2800656	1	1
GPN3	943393	206	47	142182	33750	0	0	0	0	50	2	3600126	1	1
GPNMB	505224	169	25	223722	61236	0	0	0	0	50	0	3378240	1	1
GPR1	332753	487	25	135270	38394	0	0	0	0	50	3	3333420	1	1
GPR101	252008	NaN	13	192510	54702	0	0	0	0	50	3	3815154	1	1
