GENE_ID	MUTS	MUTS_RECURRENCE	SAMPLES	P_VALUE	Q_VALUE	P_VALUE_NEG	Q_VALUE_NEG	SNP	MNP	INDELS	SYMBOL
gc19_pc.cds::gencode::TRIM34::ENSG00000258659.2	1	1	1	0.49758		0.50259		1	0	0	gc19_pc.cds::gencode::TRIM34::ENSG00000258659.2
gc19_pc.cds::gencode::PFKFB1::ENSG00000158571.6	1	1	1	0.4978		0.50353		1	0	0	gc19_pc.cds::gencode::PFKFB1::ENSG00000158571.6
gc19_pc.cds::gencode::GPAM::ENSG00000119927.9	1	1	1	0.49783		0.5025		1	0	0	gc19_pc.cds::gencode::GPAM::ENSG00000119927.9
gc19_pc.cds::gencode::FZD9::ENSG00000188763.3	1	1	1	0.49846		0.50285		1	0	0	gc19_pc.cds::gencode::FZD9::ENSG00000188763.3
gc19_pc.cds::gencode::ISM2::ENSG00000100593.13	1	1	1	0.49868		0.50356		1	0	0	gc19_pc.cds::gencode::ISM2::ENSG00000100593.13
gc19_pc.cds::gencode::ZNF217::ENSG00000171940.9	1	1	1	0.49962		0.5008		1	0	0	gc19_pc.cds::gencode::ZNF217::ENSG00000171940.9
gc19_pc.cds::gencode::MYBPC2::ENSG00000086967.9	1	1	1	0.50019		0.49982		1	0	0	gc19_pc.cds::gencode::MYBPC2::ENSG00000086967.9
gc19_pc.cds::gencode::PRR5L::ENSG00000135362.9	1	1	1	0.50035		0.50086		1	0	0	gc19_pc.cds::gencode::PRR5L::ENSG00000135362.9
gc19_pc.cds::gencode::TMEM183A::ENSG00000163444.7	1	1	1	0.50047		0.49959		1	0	0	gc19_pc.cds::gencode::TMEM183A::ENSG00000163444.7
gc19_pc.cds::gencode::RPF1::ENSG00000117133.6	1	1	1	0.50065		0.49937		1	0	0	gc19_pc.cds::gencode::RPF1::ENSG00000117133.6
gc19_pc.cds::gencode::OR14K1::ENSG00000153230.4	1	1	1	0.50099		0.50012		1	0	0	gc19_pc.cds::gencode::OR14K1::ENSG00000153230.4
gc19_pc.cds::gencode::SIPA1L3::ENSG00000105738.6	1	1	1	0.50146		0.49855		1	0	0	gc19_pc.cds::gencode::SIPA1L3::ENSG00000105738.6
gc19_pc.cds::gencode::CTD-2207O23.3::ENSG00000268861.1	1	1	1	0.50175		0.49828		1	0	0	gc19_pc.cds::gencode::CTD-2207O23.3::ENSG00000268861.1
gc19_pc.cds::gencode::HPS4::ENSG00000100099.16	1	1	1	0.50245		0.49762		1	0	0	gc19_pc.cds::gencode::HPS4::ENSG00000100099.16
gc19_pc.cds::gencode::TOPAZ1::ENSG00000173769.4	3	3	2	0.50298	0.8605170186335405	0.49702	0.9946972549019608	3	0	0	gc19_pc.cds::gencode::TOPAZ1::ENSG00000173769.4
gc19_pc.cds::gencode::ADRB1::ENSG00000043591.4	1	1	1	0.50299		0.49861		1	0	0	gc19_pc.cds::gencode::ADRB1::ENSG00000043591.4
gc19_pc.cds::gencode::DYNC1H1::ENSG00000197102.6	1	1	1	0.50311		0.49696		1	0	0	gc19_pc.cds::gencode::DYNC1H1::ENSG00000197102.6
gc19_pc.cds::gencode::ADAT3::ENSG00000213638.4	1	1	1	0.50312		0.49948		1	0	0	gc19_pc.cds::gencode::ADAT3::ENSG00000213638.4
gc19_pc.cds::gencode::CSDE1::ENSG00000009307.11	1	1	1	0.50326		0.49679		1	0	0	gc19_pc.cds::gencode::CSDE1::ENSG00000009307.11
gc19_pc.cds::gencode::VCAN::ENSG00000038427.11	1	1	1	0.50334		0.49669		1	0	0	gc19_pc.cds::gencode::VCAN::ENSG00000038427.11
gc19_pc.cds::gencode::PIH1D3::ENSG00000080572.8	1	1	1	0.50391		0.49777		1	0	0	gc19_pc.cds::gencode::PIH1D3::ENSG00000080572.8
gc19_pc.cds::gencode::ZNF844::ENSG00000223547.5	1	1	1	0.50404		0.49642		1	0	0	gc19_pc.cds::gencode::ZNF844::ENSG00000223547.5
gc19_pc.cds::gencode::SPEM1::ENSG00000181323.7	1	1	1	0.50448		0.50056		1	0	0	gc19_pc.cds::gencode::SPEM1::ENSG00000181323.7
gc19_pc.cds::gencode::PARD6B::ENSG00000124171.4	1	1	1	0.50743		0.49265		1	0	0	gc19_pc.cds::gencode::PARD6B::ENSG00000124171.4
gc19_pc.cds::gencode::ABLIM2::ENSG00000163995.14	1	1	1	0.50753		0.49251		1	0	0	gc19_pc.cds::gencode::ABLIM2::ENSG00000163995.14
gc19_pc.cds::gencode::KIF5B::ENSG00000170759.10	1	1	1	0.50803		0.49199		1	0	0	gc19_pc.cds::gencode::KIF5B::ENSG00000170759.10
gc19_pc.cds::gencode::KCTD21::ENSG00000188997.3	1	1	1	0.50827		0.49192		1	0	0	gc19_pc.cds::gencode::KCTD21::ENSG00000188997.3
gc19_pc.cds::gencode::FBN3::ENSG00000142449.8	1	1	1	0.50838		0.49173		1	0	0	gc19_pc.cds::gencode::FBN3::ENSG00000142449.8
gc19_pc.cds::gencode::SUPV3L1::ENSG00000156502.9	2	2	2	0.5088	0.8605170186335405	0.4912	0.9946972549019608	2	0	0	gc19_pc.cds::gencode::SUPV3L1::ENSG00000156502.9
gc19_pc.cds::gencode::GRIK3::ENSG00000163873.5	1	1	1	0.50907		0.49215		1	0	0	gc19_pc.cds::gencode::GRIK3::ENSG00000163873.5
gc19_pc.cds::gencode::TBPL1::ENSG00000028839.5	1	1	1	0.50913		0.50687		1	0	0	gc19_pc.cds::gencode::TBPL1::ENSG00000028839.5
gc19_pc.cds::gencode::CLDN1::ENSG00000163347.5	1	1	1	0.5092		0.49119		1	0	0	gc19_pc.cds::gencode::CLDN1::ENSG00000163347.5
gc19_pc.cds::gencode::HIST1H3E::ENSG00000196966.3	1	1	1	0.51003		0.49059		1	0	0	gc19_pc.cds::gencode::HIST1H3E::ENSG00000196966.3
gc19_pc.cds::gencode::ANKRD34B::ENSG00000189127.3	1	1	1	0.51112		0.48903		1	0	0	gc19_pc.cds::gencode::ANKRD34B::ENSG00000189127.3
gc19_pc.cds::gencode::MAG::ENSG00000105695.10	1	1	1	0.51115		0.48947		1	0	0	gc19_pc.cds::gencode::MAG::ENSG00000105695.10
gc19_pc.cds::gencode::ARHGEF39::ENSG00000137135.13	3	3	1	0.51173		0.48827		3	0	0	gc19_pc.cds::gencode::ARHGEF39::ENSG00000137135.13
gc19_pc.cds::gencode::ANKS1B::ENSG00000185046.14	1	1	1	0.51193		0.49018		1	0	0	gc19_pc.cds::gencode::ANKS1B::ENSG00000185046.14
gc19_pc.cds::gencode::ATN1::ENSG00000111676.10	1	1	1	0.51231		0.48804		0	1	0	gc19_pc.cds::gencode::ATN1::ENSG00000111676.10
gc19_pc.cds::gencode::PPFIA4::ENSG00000143847.11	1	1	1	0.51246		0.48757		1	0	0	gc19_pc.cds::gencode::PPFIA4::ENSG00000143847.11
gc19_pc.cds::gencode::CLEC4C::ENSG00000198178.6	1	1	1	0.51286		0.48779		1	0	0	gc19_pc.cds::gencode::CLEC4C::ENSG00000198178.6
gc19_pc.cds::gencode::PEG3::ENSG00000198300.8	3	3	3	0.5131	0.8605170186335405	0.4869	0.9946972549019608	3	0	0	gc19_pc.cds::gencode::PEG3::ENSG00000198300.8
gc19_pc.cds::gencode::SVOPL::ENSG00000157703.11	1	1	1	0.51392		0.49057		1	0	0	gc19_pc.cds::gencode::SVOPL::ENSG00000157703.11
gc19_pc.cds::gencode::TRIM6-TRIM34::ENSG00000258588.2	1	1	1	0.51629		0.48373		1	0	0	gc19_pc.cds::gencode::TRIM6-TRIM34::ENSG00000258588.2
gc19_pc.cds::gencode::DCAF10::ENSG00000122741.11	1	1	1	0.51643		0.48431		1	0	0	gc19_pc.cds::gencode::DCAF10::ENSG00000122741.11
gc19_pc.cds::gencode::FGFR1::ENSG00000077782.15	2	2	2	0.51663	0.8605170186335405	0.48337	0.9946972549019608	1	0	1	gc19_pc.cds::gencode::FGFR1::ENSG00000077782.15
gc19_pc.cds::gencode::SLC6A19::ENSG00000174358.11	1	1	1	0.51741		0.48266		1	0	0	gc19_pc.cds::gencode::SLC6A19::ENSG00000174358.11
gc19_pc.cds::gencode::LENG8::ENSG00000167615.12	1	1	1	0.51765		0.48242		1	0	0	gc19_pc.cds::gencode::LENG8::ENSG00000167615.12
gc19_pc.cds::gencode::CREB5::ENSG00000146592.12	1	1	1	0.51792		0.48259		1	0	0	gc19_pc.cds::gencode::CREB5::ENSG00000146592.12
gc19_pc.cds::gencode::FAM183B::ENSG00000164556.7	3	3	2	0.51809	0.8605170186335405	0.48191	0.9946972549019608	3	0	0	gc19_pc.cds::gencode::FAM183B::ENSG00000164556.7
gc19_pc.cds::gencode::OGG1::ENSG00000114026.17	1	1	1	0.51861		0.48158		1	0	0	gc19_pc.cds::gencode::OGG1::ENSG00000114026.17
gc19_pc.cds::gencode::LAMA3::ENSG00000053747.11	1	1	1	0.51863		0.48155		1	0	0	gc19_pc.cds::gencode::LAMA3::ENSG00000053747.11
gc19_pc.cds::gencode::FAM155A::ENSG00000204442.2	1	1	1	0.51916		0.48484		1	0	0	gc19_pc.cds::gencode::FAM155A::ENSG00000204442.2
gc19_pc.cds::gencode::SETD6::ENSG00000103037.7	1	1	1	0.5198		0.48028		1	0	0	gc19_pc.cds::gencode::SETD6::ENSG00000103037.7
gc19_pc.cds::gencode::GPR20::ENSG00000204882.3	1	1	1	0.51983		0.48346		1	0	0	gc19_pc.cds::gencode::GPR20::ENSG00000204882.3
gc19_pc.cds::gencode::ASPM::ENSG00000066279.12	1	1	1	0.52013		0.47989		1	0	0	gc19_pc.cds::gencode::ASPM::ENSG00000066279.12
gc19_pc.cds::gencode::PRKD2::ENSG00000105287.8	1	1	1	0.52056		0.47948		0	1	0	gc19_pc.cds::gencode::PRKD2::ENSG00000105287.8
gc19_pc.cds::gencode::FBXL8::ENSG00000135722.4	1	1	1	0.52059		0.47951		1	0	0	gc19_pc.cds::gencode::FBXL8::ENSG00000135722.4
gc19_pc.cds::gencode::PTPRD::ENSG00000153707.11	1	1	1	0.5207		0.47938		1	0	0	gc19_pc.cds::gencode::PTPRD::ENSG00000153707.11
gc19_pc.cds::gencode::ETV1::ENSG00000006468.9	1	1	1	0.52142		0.47917		1	0	0	gc19_pc.cds::gencode::ETV1::ENSG00000006468.9
gc19_pc.cds::gencode::OR2L2::ENSG00000203663.2	1	1	1	0.52182		0.48701		1	0	0	gc19_pc.cds::gencode::OR2L2::ENSG00000203663.2
gc19_pc.cds::gencode::HCN4::ENSG00000138622.3	1	1	1	0.52426		0.47596		1	0	0	gc19_pc.cds::gencode::HCN4::ENSG00000138622.3
gc19_pc.cds::gencode::OR2L13::ENSG00000196071.3	1	1	1	0.52472		0.47729		1	0	0	gc19_pc.cds::gencode::OR2L13::ENSG00000196071.3
gc19_pc.cds::gencode::ACTBL2::ENSG00000169067.2	1	1	1	0.52693		0.47463		0	1	0	gc19_pc.cds::gencode::ACTBL2::ENSG00000169067.2
gc19_pc.cds::gencode::EYS::ENSG00000188107.9	2	2	2	0.5272	0.8605170186335405	0.4728	0.9946972549019608	2	0	0	gc19_pc.cds::gencode::EYS::ENSG00000188107.9
gc19_pc.cds::gencode::MAVS::ENSG00000088888.13	1	1	1	0.52814		0.47187		1	0	0	gc19_pc.cds::gencode::MAVS::ENSG00000088888.13
gc19_pc.cds::gencode::CDC16::ENSG00000130177.10	1	1	1	0.52978		0.47069		1	0	0	gc19_pc.cds::gencode::CDC16::ENSG00000130177.10
gc19_pc.cds::gencode::IRS1::ENSG00000169047.5	1	1	1	0.53022		0.46987		1	0	0	gc19_pc.cds::gencode::IRS1::ENSG00000169047.5
gc19_pc.cds::gencode::NDRG1::ENSG00000104419.10	1	1	1	0.53066		0.47263		1	0	0	gc19_pc.cds::gencode::NDRG1::ENSG00000104419.10
gc19_pc.cds::gencode::CHKA::ENSG00000110721.7	1	1	1	0.5313		0.46912		1	0	0	gc19_pc.cds::gencode::CHKA::ENSG00000110721.7
gc19_pc.cds::gencode::TAS2R46::ENSG00000226761.3	1	1	1	0.53135		0.46878		1	0	0	gc19_pc.cds::gencode::TAS2R46::ENSG00000226761.3
gc19_pc.cds::gencode::KLK8::ENSG00000129455.11	1	1	1	0.53161		0.46865		1	0	0	gc19_pc.cds::gencode::KLK8::ENSG00000129455.11
gc19_pc.cds::gencode::OR6C3::ENSG00000205329.1	1	1	1	0.53183		0.47075		1	0	0	gc19_pc.cds::gencode::OR6C3::ENSG00000205329.1
gc19_pc.cds::gencode::SPATA3::ENSG00000173699.11	1	1	1	0.53213		0.46862		1	0	0	gc19_pc.cds::gencode::SPATA3::ENSG00000173699.11
gc19_pc.cds::gencode::KDM6A::ENSG00000147050.10	1	1	1	0.53245		0.46755		1	0	0	gc19_pc.cds::gencode::KDM6A::ENSG00000147050.10
gc19_pc.cds::gencode::HMGA2::ENSG00000149948.9	1	1	1	0.53262		0.46987		1	0	0	gc19_pc.cds::gencode::HMGA2::ENSG00000149948.9
gc19_pc.cds::gencode::CLSTN2::ENSG00000158258.11	1	1	1	0.53339		0.4682		1	0	0	gc19_pc.cds::gencode::CLSTN2::ENSG00000158258.11
gc19_pc.cds::gencode::DKFZP434H0512::ENSG00000268926.1	1	1	1	0.53345		0.46729		1	0	0	gc19_pc.cds::gencode::DKFZP434H0512::ENSG00000268926.1
gc19_pc.cds::gencode::CACNB1::ENSG00000067191.11	3	3	2	0.53406	0.8605170186335405	0.46594	0.9946972549019608	3	0	0	gc19_pc.cds::gencode::CACNB1::ENSG00000067191.11
gc19_pc.cds::gencode::MAN2C1::ENSG00000140400.10	1	1	1	0.5351		0.46491		1	0	0	gc19_pc.cds::gencode::MAN2C1::ENSG00000140400.10
gc19_pc.cds::gencode::TAF1A::ENSG00000143498.13	1	1	1	0.53708		0.46319		1	0	0	gc19_pc.cds::gencode::TAF1A::ENSG00000143498.13
gc19_pc.cds::gencode::CHERP::ENSG00000085872.10	1	1	1	0.53783		0.46306		1	0	0	gc19_pc.cds::gencode::CHERP::ENSG00000085872.10
gc19_pc.cds::gencode::NOS3::ENSG00000164867.6	1	1	1	0.53817		0.46191		1	0	0	gc19_pc.cds::gencode::NOS3::ENSG00000164867.6
gc19_pc.cds::gencode::ERI2::ENSG00000196678.9	1	1	1	0.53822		0.46186		0	0	1	gc19_pc.cds::gencode::ERI2::ENSG00000196678.9
gc19_pc.cds::gencode::RBM26::ENSG00000139746.11	1	1	1	0.53896		0.46108		0	0	1	gc19_pc.cds::gencode::RBM26::ENSG00000139746.11
gc19_pc.cds::gencode::COG2::ENSG00000135775.9	1	1	1	0.53954		0.4609		1	0	0	gc19_pc.cds::gencode::COG2::ENSG00000135775.9
gc19_pc.cds::gencode::CASKIN2::ENSG00000177303.5	1	1	1	0.54004		0.45998		1	0	0	gc19_pc.cds::gencode::CASKIN2::ENSG00000177303.5
gc19_pc.cds::gencode::INTS1::ENSG00000164880.11	1	1	1	0.54009		0.46		1	0	0	gc19_pc.cds::gencode::INTS1::ENSG00000164880.11
gc19_pc.cds::gencode::CDCP2::ENSG00000157211.10	1	1	1	0.54042		0.46307		1	0	0	gc19_pc.cds::gencode::CDCP2::ENSG00000157211.10
gc19_pc.cds::gencode::NBAS::ENSG00000151779.8	1	1	1	0.54082		0.45921		1	0	0	gc19_pc.cds::gencode::NBAS::ENSG00000151779.8
gc19_pc.cds::gencode::CCDC85A::ENSG00000055813.5	1	1	1	0.54118		0.45891		1	0	0	gc19_pc.cds::gencode::CCDC85A::ENSG00000055813.5
gc19_pc.cds::gencode::MYO1A::ENSG00000166866.8	1	1	1	0.5413		0.45888		1	0	0	gc19_pc.cds::gencode::MYO1A::ENSG00000166866.8
gc19_pc.cds::gencode::ANK1::ENSG00000029534.15	1	1	1	0.54202		0.45799		1	0	0	gc19_pc.cds::gencode::ANK1::ENSG00000029534.15
gc19_pc.cds::gencode::SAP130::ENSG00000136715.13	1	1	1	0.54303		0.457		1	0	0	gc19_pc.cds::gencode::SAP130::ENSG00000136715.13
gc19_pc.cds::gencode::FARSA::ENSG00000179115.6	1	1	1	0.54321		0.45708		1	0	0	gc19_pc.cds::gencode::FARSA::ENSG00000179115.6
gc19_pc.cds::gencode::AP4M1::ENSG00000221838.5	1	1	1	0.54424		0.45589		1	0	0	gc19_pc.cds::gencode::AP4M1::ENSG00000221838.5
gc19_pc.cds::gencode::MNDA::ENSG00000163563.7	1	1	1	0.54513		0.45491		1	0	0	gc19_pc.cds::gencode::MNDA::ENSG00000163563.7
gc19_pc.cds::gencode::PIEZO1::ENSG00000103335.15	1	1	1	0.54525		0.45521		1	0	0	gc19_pc.cds::gencode::PIEZO1::ENSG00000103335.15
gc19_pc.cds::gencode::GLYATL1::ENSG00000166840.9	1	1	1	0.54623		0.45973		1	0	0	gc19_pc.cds::gencode::GLYATL1::ENSG00000166840.9
gc19_pc.cds::gencode::BHLHE40::ENSG00000134107.4	1	1	1	0.54626		0.45501		1	0	0	gc19_pc.cds::gencode::BHLHE40::ENSG00000134107.4
gc19_pc.cds::gencode::RDM1::ENSG00000187456.9	1	1	1	0.54644		0.45446		0	0	1	gc19_pc.cds::gencode::RDM1::ENSG00000187456.9
gc19_pc.cds::gencode::PEAK1::ENSG00000173517.6	2	2	2	0.5476	0.8605170186335405	0.4524	0.9946972549019608	2	0	0	gc19_pc.cds::gencode::PEAK1::ENSG00000173517.6
gc19_pc.cds::gencode::PAK1::ENSG00000149269.5	2	2	2	0.54829	0.8605170186335405	0.45171	0.9946972549019608	2	0	0	gc19_pc.cds::gencode::PAK1::ENSG00000149269.5
gc19_pc.cds::gencode::ITGA7::ENSG00000135424.11	1	1	1	0.54836		0.45266		1	0	0	gc19_pc.cds::gencode::ITGA7::ENSG00000135424.11
gc19_pc.cds::gencode::XRCC5::ENSG00000079246.11	1	1	1	0.54912		0.45091		1	0	0	gc19_pc.cds::gencode::XRCC5::ENSG00000079246.11
gc19_pc.cds::gencode::FAM84B::ENSG00000168672.3	1	1	1	0.54939		0.45368		1	0	0	gc19_pc.cds::gencode::FAM84B::ENSG00000168672.3
gc19_pc.cds::gencode::SLC17A9::ENSG00000101194.13	1	1	1	0.55062		0.44951		1	0	0	gc19_pc.cds::gencode::SLC17A9::ENSG00000101194.13
gc19_pc.cds::gencode::ZNF449::ENSG00000173275.8	1	1	1	0.55072		0.44945		1	0	0	gc19_pc.cds::gencode::ZNF449::ENSG00000173275.8
gc19_pc.cds::gencode::INPP4B::ENSG00000109452.8	1	1	1	0.55072		0.44937		1	0	0	gc19_pc.cds::gencode::INPP4B::ENSG00000109452.8
gc19_pc.cds::gencode::WDR7::ENSG00000091157.9	2	2	2	0.55085	0.8605170186335405	0.44915	0.9946972549019608	1	0	1	gc19_pc.cds::gencode::WDR7::ENSG00000091157.9
gc19_pc.cds::gencode::NCOA1::ENSG00000084676.11	1	1	1	0.55156		0.44992		1	0	0	gc19_pc.cds::gencode::NCOA1::ENSG00000084676.11
gc19_pc.cds::gencode::NR0B2::ENSG00000131910.4	1	1	1	0.55164		0.44845		1	0	0	gc19_pc.cds::gencode::NR0B2::ENSG00000131910.4
gc19_pc.cds::gencode::CHAT::ENSG00000070748.13	1	1	1	0.55192		0.44825		1	0	0	gc19_pc.cds::gencode::CHAT::ENSG00000070748.13
gc19_pc.cds::gencode::SI::ENSG00000090402.3	1	1	1	0.55271		0.44733		1	0	0	gc19_pc.cds::gencode::SI::ENSG00000090402.3
gc19_pc.cds::gencode::SS18L1::ENSG00000184402.10	1	1	1	0.55286		0.44822		1	0	0	gc19_pc.cds::gencode::SS18L1::ENSG00000184402.10
gc19_pc.cds::gencode::DNALI1::ENSG00000163879.9	1	1	1	0.55287		0.45196		1	0	0	gc19_pc.cds::gencode::DNALI1::ENSG00000163879.9
gc19_pc.cds::gencode::DNER::ENSG00000187957.7	1	1	1	0.55344		0.44939		1	0	0	gc19_pc.cds::gencode::DNER::ENSG00000187957.7
gc19_pc.cds::gencode::MTO1::ENSG00000135297.11	1	1	1	0.55396		0.44609		1	0	0	gc19_pc.cds::gencode::MTO1::ENSG00000135297.11
gc19_pc.cds::gencode::GPR15::ENSG00000154165.3	1	1	1	0.55455		0.44553		1	0	0	gc19_pc.cds::gencode::GPR15::ENSG00000154165.3
gc19_pc.cds::gencode::G6PD::ENSG00000160211.11	1	1	1	0.5547		0.44533		1	0	0	gc19_pc.cds::gencode::G6PD::ENSG00000160211.11
gc19_pc.cds::gencode::ZBTB24::ENSG00000112365.4	1	1	1	0.55579		0.44422		1	0	0	gc19_pc.cds::gencode::ZBTB24::ENSG00000112365.4
gc19_pc.cds::gencode::FBXO46::ENSG00000177051.5	1	1	1	0.55589		0.4444		1	0	0	gc19_pc.cds::gencode::FBXO46::ENSG00000177051.5
gc19_pc.cds::gencode::TBC1D8B::ENSG00000133138.15	1	1	1	0.5559		0.44418		1	0	0	gc19_pc.cds::gencode::TBC1D8B::ENSG00000133138.15
gc19_pc.cds::gencode::GPR68::ENSG00000119714.6	1	1	1	0.55617		0.4468		1	0	0	gc19_pc.cds::gencode::GPR68::ENSG00000119714.6
gc19_pc.cds::gencode::HOXA7::ENSG00000122592.6	1	1	1	0.55624		0.44499		1	0	0	gc19_pc.cds::gencode::HOXA7::ENSG00000122592.6
gc19_pc.cds::gencode::MC1R::ENSG00000258839.2	1	1	1	0.55626		0.44379		1	0	0	gc19_pc.cds::gencode::MC1R::ENSG00000258839.2
gc19_pc.cds::gencode::SPERT::ENSG00000174015.5	1	1	1	0.55676		0.4437		1	0	0	gc19_pc.cds::gencode::SPERT::ENSG00000174015.5
gc19_pc.cds::gencode::ISL1::ENSG00000016082.10	1	1	1	0.55677		0.44337		1	0	0	gc19_pc.cds::gencode::ISL1::ENSG00000016082.10
gc19_pc.cds::gencode::SLC2A10::ENSG00000197496.4	1	1	1	0.55723		0.44292		1	0	0	gc19_pc.cds::gencode::SLC2A10::ENSG00000197496.4
gc19_pc.cds::gencode::OR51I2::ENSG00000187918.3	1	1	1	0.55728		0.44343		1	0	0	gc19_pc.cds::gencode::OR51I2::ENSG00000187918.3
gc19_pc.cds::gencode::SLC27A5::ENSG00000083807.5	1	1	1	0.55816		0.44192		1	0	0	gc19_pc.cds::gencode::SLC27A5::ENSG00000083807.5
gc19_pc.cds::gencode::POM121L12::ENSG00000221900.4	2	2	2	0.55864	0.8605170186335405	0.44136	0.9946972549019608	2	0	0	gc19_pc.cds::gencode::POM121L12::ENSG00000221900.4
gc19_pc.cds::gencode::G6PC2::ENSG00000152254.6	1	1	1	0.55912		0.44201		1	0	0	gc19_pc.cds::gencode::G6PC2::ENSG00000152254.6
gc19_pc.cds::gencode::ASH1L::ENSG00000116539.6	2	2	2	0.55924	0.8605170186335405	0.44076	0.9946972549019608	1	0	1	gc19_pc.cds::gencode::ASH1L::ENSG00000116539.6
gc19_pc.cds::gencode::CRYBG3::ENSG00000080200.5	1	1	1	0.55957		0.44078		1	0	0	gc19_pc.cds::gencode::CRYBG3::ENSG00000080200.5
gc19_pc.cds::gencode::CENPI::ENSG00000102384.9	1	1	1	0.55974		0.44088		1	0	0	gc19_pc.cds::gencode::CENPI::ENSG00000102384.9
gc19_pc.cds::gencode::MYOZ3::ENSG00000164591.9	1	1	1	0.5603		0.43985		0	0	1	gc19_pc.cds::gencode::MYOZ3::ENSG00000164591.9
gc19_pc.cds::gencode::ZNF75A::ENSG00000162086.10	1	1	1	0.56047		0.43982		1	0	0	gc19_pc.cds::gencode::ZNF75A::ENSG00000162086.10
gc19_pc.cds::gencode::MBD3L1::ENSG00000170948.3	2	2	1	0.56055		0.43945		2	0	0	gc19_pc.cds::gencode::MBD3L1::ENSG00000170948.3
gc19_pc.cds::gencode::CCDC18::ENSG00000122483.13	1	1	1	0.56057		0.43943		1	0	0	gc19_pc.cds::gencode::CCDC18::ENSG00000122483.13
gc19_pc.cds::gencode::NPR2::ENSG00000159899.10	2	2	2	0.56091	0.8605170186335405	0.43909	0.9946972549019608	2	0	0	gc19_pc.cds::gencode::NPR2::ENSG00000159899.10
gc19_pc.cds::gencode::TYRP1::ENSG00000107165.8	1	1	1	0.561		0.44287		1	0	0	gc19_pc.cds::gencode::TYRP1::ENSG00000107165.8
gc19_pc.cds::gencode::MIP::ENSG00000135517.6	1	1	1	0.56142		0.43899		1	0	0	gc19_pc.cds::gencode::MIP::ENSG00000135517.6
gc19_pc.cds::gencode::PAX9::ENSG00000198807.8	1	1	1	0.56183		0.43828		1	0	0	gc19_pc.cds::gencode::PAX9::ENSG00000198807.8
gc19_pc.cds::gencode::PRDX5::ENSG00000126432.9	1	1	1	0.56197		0.43891		1	0	0	gc19_pc.cds::gencode::PRDX5::ENSG00000126432.9
gc19_pc.cds::gencode::LYST::ENSG00000143669.9	1	1	1	0.56307		0.43697		1	0	0	gc19_pc.cds::gencode::LYST::ENSG00000143669.9
gc19_pc.cds::gencode::STK38::ENSG00000112079.8	1	1	1	0.56367		0.43669		0	0	1	gc19_pc.cds::gencode::STK38::ENSG00000112079.8
gc19_pc.cds::gencode::OGN::ENSG00000106809.6	1	1	1	0.56503		0.43527		1	0	0	gc19_pc.cds::gencode::OGN::ENSG00000106809.6
gc19_pc.cds::gencode::RPGRIP1::ENSG00000092200.8	4	4	3	0.56512	0.8605170186335405	0.43488	0.9946972549019608	4	0	0	gc19_pc.cds::gencode::RPGRIP1::ENSG00000092200.8
gc19_pc.cds::gencode::ITSN2::ENSG00000198399.10	1	1	1	0.56533		0.43469		1	0	0	gc19_pc.cds::gencode::ITSN2::ENSG00000198399.10
gc19_pc.cds::gencode::STAG1::ENSG00000118007.8	1	1	1	0.56551		0.43455		1	0	0	gc19_pc.cds::gencode::STAG1::ENSG00000118007.8
gc19_pc.cds::gencode::C6orf132::ENSG00000188112.4	1	1	1	0.56624		0.43414		1	0	0	gc19_pc.cds::gencode::C6orf132::ENSG00000188112.4
gc19_pc.cds::gencode::KCTD19::ENSG00000168676.6	1	1	1	0.56699		0.4331		1	0	0	gc19_pc.cds::gencode::KCTD19::ENSG00000168676.6
gc19_pc.cds::gencode::RP11-480I12.4::ENSG00000184774.6	1	1	1	0.56742		0.43365		1	0	0	gc19_pc.cds::gencode::RP11-480I12.4::ENSG00000184774.6
gc19_pc.cds::gencode::IFT81::ENSG00000122970.11	3	3	1	0.56762		0.43238		3	0	0	gc19_pc.cds::gencode::IFT81::ENSG00000122970.11
gc19_pc.cds::gencode::ATP11C::ENSG00000101974.10	1	1	1	0.56846		0.43155		1	0	0	gc19_pc.cds::gencode::ATP11C::ENSG00000101974.10
gc19_pc.cds::gencode::GPR137::ENSG00000173264.9	1	1	1	0.56848		0.43253		1	0	0	gc19_pc.cds::gencode::GPR137::ENSG00000173264.9
gc19_pc.cds::gencode::GIGYF1::ENSG00000146830.9	1	1	1	0.56884		0.43248		1	0	0	gc19_pc.cds::gencode::GIGYF1::ENSG00000146830.9
gc19_pc.cds::gencode::RBM25::ENSG00000119707.9	1	1	1	0.56933		0.43089		1	0	0	gc19_pc.cds::gencode::RBM25::ENSG00000119707.9
gc19_pc.cds::gencode::FOXP4::ENSG00000137166.10	1	1	1	0.56956		0.43049		1	0	0	gc19_pc.cds::gencode::FOXP4::ENSG00000137166.10
gc19_pc.cds::gencode::EGF::ENSG00000138798.7	1	1	1	0.56957		0.43048		1	0	0	gc19_pc.cds::gencode::EGF::ENSG00000138798.7
gc19_pc.cds::gencode::BAI3::ENSG00000135298.9	1	1	1	0.56977		0.43026		1	0	0	gc19_pc.cds::gencode::BAI3::ENSG00000135298.9
gc19_pc.cds::gencode::CPT1B::ENSG00000205560.8	3	3	1	0.56979		0.43021		3	0	0	gc19_pc.cds::gencode::CPT1B::ENSG00000205560.8
